cancer	standard_drug_name	hpo_term	go_term	2019_None
breast_cancer	PALBOCICLIB	HP:0000286	GO:0045893	439799000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0045944	642337000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0051219	218364000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005515	41222600000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005615	144108000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005634	6342310000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005654	3373790000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005730	311159000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005737	3021680000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005739	437768000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005783	211485000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005794	309674000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005813	290404000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005829	4393140000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0005886	1395050000.0
breast_cancer	PALBOCICLIB	HP:0000286	GO:0008284	96950500.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0019899	139285000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0019904	109567000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0042393	92993700.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0042802	552844000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0042803	139384000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0045893	189592000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0045944	277070000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0051219	87986300.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005515	18533300000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005634	2728120000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005654	1456320000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005730	128569000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005737	1302950000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005739	186896000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005783	96596200.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005794	140487000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005813	122700000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005829	1888340000.0
breast_cancer	PALBOCICLIB	HP:0000343	GO:0005886	618125000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0010628	93547200.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0140030	251167000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0016604	103894000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0019899	388128000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0019901	91479000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0019904	306296000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0030674	252450000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0042393	258788000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0042802	1367310000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0042803	334533000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0045892	191114000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0045893	438002000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0045944	652906000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0051219	251187000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005515	42865200000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005615	154245000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005634	6613370000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005654	3498890000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005730	321258000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005737	3240580000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005739	484184000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005783	232530000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005794	333637000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005813	311758000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005829	4670790000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0005886	1513180000.0
breast_cancer	PALBOCICLIB	HP:0000369	GO:0008284	100336000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0019899	127321000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0019904	104965000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0042393	88583200.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0042802	388602000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0042803	92618400.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0045893	90160300.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0045944	149643000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005515	9876190000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005634	1636350000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005654	864221000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005737	879324000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005739	158709000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005829	1225540000.0
breast_cancer	PALBOCICLIB	HP:0003812	GO:0005886	404316000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0010628	132645000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0140030	443962000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0016020	95050600.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0016604	139159000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0016607	98841000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0019899	675465000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0019901	138696000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0019904	520630000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0030674	448704000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0031625	104047000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0003677	129585000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0042393	455026000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0042802	2234060000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0042803	530023000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0045892	249356000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0045893	562961000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0045944	896202000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0051219	446887000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005515	62261800000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005615	239280000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005634	9594200000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005654	5084230000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005730	466340000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005737	5019730000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005739	858677000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005783	363210000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005794	489401000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005813	439973000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005829	6943550000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005886	2387060000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0005887	101152000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0008284	129165000.0
breast_cancer	PALBOCICLIB	HP:0000407	GO:0000978	121198000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0042802	144264000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005515	4582180000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005634	758174000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005654	399130000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005737	338562000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005829	498516000.0
breast_cancer	PALBOCICLIB	HP:0000453	GO:0005886	150665000.0
breast_cancer	PALBOCICLIB	HP:0000483	GO:0005515	1806540000.0
breast_cancer	PALBOCICLIB	HP:0000483	GO:0005634	274843000.0
breast_cancer	PALBOCICLIB	HP:0000483	GO:0005654	146656000.0
breast_cancer	PALBOCICLIB	HP:0000483	GO:0005737	126123000.0
breast_cancer	PALBOCICLIB	HP:0000483	GO:0005829	187666000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0010628	206324000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0001228	96860800.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0140030	574828000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0016020	123172000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0016604	227047000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0016607	146741000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0019899	873171000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0019901	199714000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0019904	672085000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0030674	580539000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0031625	147501000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0003677	191945000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0003682	97308800.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0042393	601106000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0042802	3079160000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0042803	737308000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0044212	110249000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0045892	413220000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0045893	925320000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0045944	1410880000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0046982	113494000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0051219	579152000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005515	93063500000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005615	325641000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005634	14502300000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005654	7811230000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005730	726004000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005737	7211910000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005739	1194790000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005783	505586000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005794	715362000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005813	678777000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005829	10308400000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005886	3332260000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0005887	136370000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0006974	109614000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0008284	206853000.0
breast_cancer	PALBOCICLIB	HP:0000486	GO:0000978	187597000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0140030	176200000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0019899	277016000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0019904	220427000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0030674	178703000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0042393	185388000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0042802	982098000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0042803	242048000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0045892	142063000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0045893	330756000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0045944	484902000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0051219	177694000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005515	30682200000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005615	115109000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005634	4780700000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005654	2522910000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005730	228624000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005737	2300030000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005739	323683000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005783	164746000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005794	240012000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005813	210120000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005829	3290340000.0
breast_cancer	PALBOCICLIB	HP:0005280	GO:0005886	1081880000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0019899	113117000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0019904	95426400.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0042802	441696000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0042803	108258000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0045893	131003000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0045944	200260000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005515	13661200000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005634	2057220000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005654	1075860000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005730	96450100.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005737	1004810000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005739	156474000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005794	106867000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005813	93096800.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005829	1454540000.0
breast_cancer	PALBOCICLIB	HP:0000545	GO:0005886	481948000.0
breast_cancer	PALBOCICLIB	HP:0000557	GO:0005515	143564000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0042802	197701000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005515	4480220000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005634	785882000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005654	410776000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005737	438297000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005829	591695000.0
breast_cancer	PALBOCICLIB	HP:0000613	GO:0005886	198623000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0042802	120794000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005515	3611400000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005634	506765000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005654	262583000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005737	273253000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005829	374768000.0
breast_cancer	PALBOCICLIB	HP:0000662	GO:0005886	133344000.0
breast_cancer	PALBOCICLIB	HP:0000666	GO:0005515	163099000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0010628	813200000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0010629	259172000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0001228	390025000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0140030	5710750000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0016020	763576000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0001650	142049000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0016567	186127000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0016604	910673000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0016607	756850000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0001934	141601000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0019899	7705360000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0019901	1030610000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0019904	6429090000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:1990904	120253000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0030496	146025000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0030674	5735840000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0031625	770502000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0003677	717335000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0003682	356652000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0042393	5793580000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0042802	17529000000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0042803	3457560000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0043065	289838000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0044212	395695000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0045892	1623760000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0045893	3119570000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0045944	5571350000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0046982	554031000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0004842	314033000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0051219	5725700000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005515	264916000000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005615	1318140000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005634	65160600000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005654	34704600000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005730	3425740000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005737	35312200000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005739	4704300000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005764	160231000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005768	116738000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005783	2095450000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005789	151056000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005794	2847830000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005813	2346900000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005814	102101000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005815	112846000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005829	47471700000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005886	15715900000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0005887	575241000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0006355	231305000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0006357	119760000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0006974	494788000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0000790	293438000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0008270	290333000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0008284	812963000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0090090	91117000.0
breast_cancer	PALBOCICLIB	HP:0000007	GO:0000978	748814000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0042802	153068000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005515	3831480000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005634	621097000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005654	325904000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005737	335080000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005829	439404000.0
breast_cancer	PALBOCICLIB	HP:0000819	GO:0005886	156155000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0042802	264109000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0045944	118811000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005515	7745810000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005634	1159500000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005654	614278000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005737	591522000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005829	812956000.0
breast_cancer	PALBOCICLIB	HP:0000938	GO:0005886	283436000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005515	71086200000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005634	11425300000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005654	6108890000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005737	5996940000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005829	8353880000.0
breast_cancer	DOCETAXEL	HP:0001508	GO:0005886	2779490000.0
breast_cancer	DOCETAXEL	HP:0001510	GO:0005515	5933000000.0
breast_cancer	DOCETAXEL	HP:0003593	GO:0005515	16560600000.0
breast_cancer	DOCETAXEL	HP:0003593	GO:0005634	2918980000.0
breast_cancer	DOCETAXEL	HP:0003593	GO:0005654	1544360000.0
breast_cancer	DOCETAXEL	HP:0003593	GO:0005737	1619200000.0
breast_cancer	DOCETAXEL	HP:0003593	GO:0005829	2202090000.0
breast_cancer	DOCETAXEL	HP:0003828	GO:0005515	11879200000.0
breast_cancer	DOCETAXEL	HP:0003828	GO:0005634	2010610000.0
breast_cancer	DOCETAXEL	HP:0003828	GO:0005737	1124390000.0
breast_cancer	DOCETAXEL	HP:0003828	GO:0005829	1549980000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0019899	7705360000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0002162	5711210000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0045892	1623760000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0045893	3119570000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0045944	5571350000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005515	264916000000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005634	65160600000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005654	34704600000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005730	3425740000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005737	35312200000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005739	4704300000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005783	2095450000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005829	47471700000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0005886	15715900000.0
breast_cancer	DOCETAXEL	HP:0000007	GO:0008134	6549960000.0
breast_cancer	EXEMESTANE	HP:0000007	GO:0042802	17529000000.0
breast_cancer	EXEMESTANE	HP:0000007	GO:0005515	264916000000.0
breast_cancer	EXEMESTANE	HP:0000007	GO:0005634	65160600000.0
colon_cancer	IRINOTECAN	HP:0100031	GO:0005515	141623000.0
colon_cancer	IRINOTECAN	HP:0001000	GO:0005515	719383000.0
colon_cancer	IRINOTECAN	HP:0001000	GO:0005634	118042000.0
colon_cancer	IRINOTECAN	HP:0001000	GO:0005829	83239400.0
colon_cancer	IRINOTECAN	HP:0100806	GO:0005515	371509000.0
colon_cancer	IRINOTECAN	HP:0100806	GO:0005634	88235700.0
colon_cancer	IRINOTECAN	HP:0001181	GO:0005515	1076110000.0
colon_cancer	IRINOTECAN	HP:0001181	GO:0005634	155729000.0
colon_cancer	IRINOTECAN	HP:0001181	GO:0005654	82754200.0
colon_cancer	IRINOTECAN	HP:0001181	GO:0005737	77983500.0
colon_cancer	IRINOTECAN	HP:0001181	GO:0005829	112152000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0010628	562202000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0010629	190133000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0000122	1511560000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0000149	2228130000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0016020	403562000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0001650	88140100.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0001934	89038100.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0001968	2209750000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0019899	3197470000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0019904	2541280000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0030335	158185000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0003677	520478000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0003682	258859000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0042802	9577460000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0042803	2201320000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0043066	645216000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0045944	3879060000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0004674	281176000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0046982	343752000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0048471	611406000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005509	136846000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005515	241461000000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005524	253821000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005615	936710000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005634	41211300000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005654	22247800000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005730	2124320000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005737	21749100000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005739	3486980000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005829	30347100000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0005886	9858050000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0006281	67461600.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0000724	67985100.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0008284	561359000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0000978	519010000.0
colon_cancer	IRINOTECAN	HP:0001249	GO:0009986	420690000.0
colon_cancer	IRINOTECAN	HP:0001531	GO:0005515	1200260000.0
colon_cancer	IRINOTECAN	HP:0001531	GO:0005634	180428000.0
colon_cancer	IRINOTECAN	HP:0001531	GO:0005654	95986500.0
colon_cancer	IRINOTECAN	HP:0001531	GO:0005737	87378900.0
colon_cancer	IRINOTECAN	HP:0001531	GO:0005829	123509000.0
colon_cancer	IRINOTECAN	HP:0001824	GO:0019899	87190000.0
colon_cancer	IRINOTECAN	HP:0001824	GO:0042802	231335000.0
colon_cancer	IRINOTECAN	HP:0001824	GO:0045944	93817500.0
colon_cancer	IRINOTECAN	HP:0001824	GO:0005515	4760460000.0
colon_cancer	IRINOTECAN	HP:0001824	GO:0005634	941843000.0
